"KEGG"	"ED10"	"EN17"	"EN20"	"EOI15"	"EOI20"	"EOK10"	"EU8"	"LOK10"
"K14086"	1.462	4.105	1.312	1.453	2.365	2.082	1.855	0.116
"K14087"	1.44	2.289	0.401	0.671	1.1	1.244	1.197	0.071
"K14088"	0.795	1.732	0.284	0.421	0.852	0.742	0.713	0.105
"K14089"	0.307	1.312	0.318	0.317	0.467	1.106	0.658	0
"K14090"	6.35	5.996	1.235	3.506	2.619	2.787	1.855	0.059
"K14091"	0.397	0.972	0.169	0	0.533	0.982	0.119	0.192
"K14106"	1.339	0.305	0	0.616	0.448	0.275	0.32	0.344
"K14109"	0.373	1.588	0.078	0.303	0.539	0.239	0.391	0
"K14123"	1.608	1.104	0.145	0	0.064	1.352	0.718	0
"K14126"	14.848	33.795	12.075	83.933	47.519	22.683	32.416	33.772
"K14127"	18.534	109.244	32.316	278.175	81.069	46.788	58.133	44.257
"K14128"	18.595	30.514	12.015	73.724	38.205	18.313	23.73	26.552
"K14136"	41.252	24.372	5.261	39.276	20.02	14.437	20.689	32.008
"K14138"	13.649	79.214	21.709	191.052	91.003	39.715	51.196	42.811
"K14152"	0.66	1.745	1.088	16.557	5.505	2.953	4.674	7.062
"K14153"	16.671	9.652	4.14	3.359	5.166	6.566	11.611	0.633
"K14154"	6.419	13.535	7.024	15.832	10.837	8.16	9.557	8.93
"K14155"	76.826	85.165	25.995	114.654	64.868	40.828	68.577	76.11
"K14156"	3.606	1.18	0.319	2.359	0.55	0.952	0.868	1.566
"K14157"	5.768	37.186	16.503	64.785	33.884	22.247	37.178	16.686
"K14158"	0.37	0.225	0	0	0.302	0	0	0.195
"K14159"	0.307	0.394	0.078	0	0.066	0.069	1.837	0
"K14160"	72.694	10.579	3.282	8.929	7.838	8.13	19.172	11.931
"K14161"	217.65	54.564	13.134	62.507	47.981	40.183	61.492	94.771
"K14162"	651.893	193.207	47.394	281.38	214.853	162.493	247.955	333.048
"K14164"	2.85	4.215	1.639	30.294	5.699	3.913	6.005	1.073
"K14165"	6.114	9.126	1.306	13.656	7.021	3.277	6.288	21.75
"K14166"	27.597	6.413	1.103	6.642	6.323	1.608	3.332	26.121
"K14167"	0.262	0	0.238	0	0.611	1.412	2.064	1.056
"K14170"	109.106	133.021	27.69	127.728	102.024	61.164	104.585	96.055
"K14171"	0.193	0.663	0	0	0.243	0	0.272	0.946
"K14187"	5.756	13.538	4.988	20.875	23.289	11.715	16.232	29.882
"K14188"	3.466	3.887	0.312	4.103	2.997	1.643	2.124	6.957
"K14189"	14.474	5.168	2.352	0.939	5.698	3.816	7.068	6.856
"K14190"	1.177	1.957	0.088	5.829	2.062	0.327	1.294	0.243
"K14191"	0.07	0.126	0	0.66	0.211	0.391	0.204	0.248
"K14194"	30.705	15.911	3.338	31.239	10.687	5.11	19.119	34.482
"K14205"	27.481	11.002	2.339	0.768	1.813	6.517	8.595	2.222
"K14215"	0.217	0.359	0.259	0.204	0.281	0.09	0.242	0
"K14250"	34.474	6.987	3.95	10.738	8.732	8.973	10.722	8.206
"K14251"	2.224	1.201	0.401	3.008	0.912	1.135	0.755	2.102
"K14252"	1.097	0.933	0.232	0.421	0.311	0.534	0.534	1.892
"K14253"	5.904	1.169	0.268	0	0.778	1.236	1.755	4.144
"K14257"	8.244	5.527	0.877	3.338	4.178	5.171	7.559	11.964
"K14259"	32.862	9.214	3.493	10.164	10.897	9.957	15.887	14.489
"K14260"	109.49	63.575	14.818	37.71	52.291	35.597	73.938	41.404
"K14261"	116.282	100.669	19.861	129.875	88.861	54.929	83.814	88.496
"K14262"	8.913	1.275	0.533	1.669	1.529	1.449	1.979	2.738
"K14266"	114.622	44.201	8.942	40.029	74.633	36.47	68.91	88.34
"K14267"	195.76	85.72	9.866	80.137	59.753	40.106	74.309	64.893
"K14268"	0.199	0.24	0.086	0.91	0.018	0.378	2.121	0.167
"K14273"	61.356	15.366	7.207	54.276	16.525	9.485	20.126	35.207
"K14274"	74.695	20.888	7.8	21.622	16.392	15.392	25.493	25.689
"K14275"	0.791	0.231	0.116	0.413	0.444	0.704	0.82	0.358
"K14286"	7.326	9.623	4.256	36.417	19.133	6.505	11.858	18.297
"K14287"	86.444	49.642	18.226	33.036	44.059	41.301	75.673	29.161
"K14292"	0.269	0.662	0.065	1.258	0.462	0.175	0.251	0.246
"K14300"	0.737	0	0	0	0.146	0	0.132	1.224
"K14325"	0.539	3.544	0.729	6.712	4.188	1.51	1.953	7.139
"K14326"	3.698	0.646	0.356	1.024	0.622	0.409	0.836	1.263
"K14327"	0.125	0.605	0.231	0	0.106	0.067	0.228	0.945
"K14330"	0.632	0.455	0.264	0.479	0.179	0.567	0.479	0.443
"K14333"	24.971	11.767	1.825	1.435	4.833	7.91	14.307	9.822
"K14335"	20.267	6.494	1.356	7.953	2.534	3.429	5.095	5.622
"K14337"	2.766	1.437	0.085	0	0.386	0.447	0.621	1.142
"K14338"	22.355	5.322	1.408	1.289	1.556	3.393	6.433	0.812
"K14339"	5.933	1.053	0.262	2.378	0.426	0.11	0.744	0.392
"K14340"	1.146	1.173	0.229	6.936	0.943	0.951	1.121	1.277
"K14347"	13.109	9.584	4.336	19.126	7.565	6.142	8.515	6.099
"K14348"	2.54	1.332	0	2.135	0.681	0.508	1.782	0.269
"K14349"	0.061	0.038	0.901	0	0.183	0.429	0.292	0.15
"K14358"	12.168	6.174	5.026	27.837	11.367	7.108	10.28	15.826
"K14367"	0.139	0	0	0	0	0	0	0
"K14371"	0.47	0.101	0.04	0	0.12	0.155	0.053	0.08
"K14374"	0.913	0.266	0.061	0.484	0.281	0.051	0.287	0.577
"K14375"	1.011	0.252	0	0	0.088	0.066	0	0.052
"K14379"	5.065	5.135	1.327	5.805	4.372	4.095	5.643	6.312
"K14385"	0.955	0.446	0.252	0	0.791	0.314	1.387	0.321
"K14386"	0.095	0.118	0	0.301	0.841	0.082	0.58	0.25
"K14387"	16.208	3.729	1.393	3.895	4.665	2.418	4.182	4.915
"K14388"	2.559	9.422	1.251	0.77	1.758	3.4	4.162	1.519
"K14392"	1.557	8.81	1.911	12.245	11.114	6.715	8.041	23.745
"K14393"	471.677	346.647	79.809	265.945	207.625	201.623	294.302	179.697
"K14399"	0.113	0	0	0	0	0	0	0
"K14403"	3.217	2.759	1.032	9.547	6.414	2.536	4.405	9.003
"K14406"	0.147	0	0	0.174	0	0.021	0.03	0.032
"K14407"	0.306	1.32	0	1.883	0.514	0.311	1.034	1.54
"K14412"	0.369	0	0	0	0.076	0.151	0.063	0.021
"K14414"	11.058	8.841	1.933	5.46	7.268	4.861	10.391	5.984
"K14415"	146.365	169.85	39.721	180.571	135.477	99.788	125.426	215.43
"K14423"	1.078	2.291	0.035	0	0.443	0.45	2.589	0.563
"K14424"	1.673	0.41	0.036	0	0.572	0.561	0.833	1.901
"K14427"	0.28	5.928	1.714	7.45	3.754	3.782	4.013	2.1
"K14429"	0.757	8.565	3.271	11.773	9.617	7.494	9.477	3.875
"K14435"	0.112	0	0	0	0	0	0	0
"K14437"	0.83	0.449	0.117	0	0.135	0.065	0.136	0.115
"K14439"	1.255	0.456	0.404	0.23	1.738	0.787	1.038	0.926
"K14440"	9.883	3.301	2.057	3.116	4.433	2.966	5.414	9.781
"K14441"	293.393	235.881	53.667	232.653	171.809	144.747	227.943	118.273
"K14445"	130.711	240.212	70.968	457.905	287.014	145.178	230.186	349.868
"K14446"	58.77	19.131	3.182	11.291	14.294	12.548	24.093	26.36
"K14447"	138.98	27.331	6.496	26.571	29.947	23.798	45.398	60.472
"K14448"	101.393	21.32	4.987	14.565	25.253	22.551	35.284	49.687
"K14449"	61.141	15.531	2.64	11.115	13.745	10.567	22.074	37.369
"K14451"	19.28	1.71	0.433	0	1.117	0.968	4.983	0.203
"K14455"	0.435	0	0	0	0	0	0	0
"K14457"	1.338	0.313	0.335	3.288	1.693	0.903	0.973	6.696
"K14459"	0.141	1.671	0.948	3.696	2.001	1.108	1.457	0.937
"K14465"	0.487	0.327	0	0	0.254	0.447	0.053	0.384
"K14469"	2.196	0.875	0.287	1.056	2.12	0.475	0.849	2.247
"K14470"	21.283	7.266	1.467	0.435	6.221	4.164	9.247	23.642
"K14471"	0.62	1.78	0.106	0	0.275	0.193	0.422	6.316
"K14472"	0.703	1.288	0.244	0	0.934	0.819	0.503	5.559
"K14475"	19.899	11.686	7.207	33.025	11.616	6.039	10.113	18.803
"K14481"	4.936	1.588	0.27	0	0	0.439	0.531	0
"K14482"	1.834	0.546	0.08	0	0.078	0.227	0	0
"K14487"	5.428	9.901	6.667	11.107	9.859	8.93	18.172	11.002
"K14489"	0.648	1.722	0.997	0.747	1.434	1.04	1.635	0.87
"K14490"	0.187	0.145	0	0.566	0.07	0.078	0	0.252
"K14496"	0.894	0.085	0	0	0	0	0	0.21
"K14506"	1.565	2.65	1.01	1.058	1.091	1.59	1.647	2.002
"K14508"	0.101	0	0	0	0.07	0.083	0.094	0.019
"K14509"	0.656	1.15	0.141	0	0.617	0.093	0.574	0.541
"K14519"	12.359	1.691	0.28	0.153	0	0.813	2.934	0
"K14520"	40.151	10.42	4.855	3.005	17.967	10.608	17.677	35.174
"K14521"	49.041	28.197	2.964	25.075	16.498	9.434	28.861	9.208
"K14534"	26.904	34.644	9.991	78.059	54.038	22.836	35.149	78.417
"K14540"	44.083	35.128	19.739	20.658	23.477	18.327	39.885	12.869
"K14546"	0.104	0.043	0	0	0.039	0.056	0	0.167
"K14549"	0.153	0.128	0	0.345	0.232	0.128	0.339	0.232
"K14553"	4.938	0.854	0.144	1.946	0.285	0.127	0.193	0.263
"K14554"	0.286	0.496	0.095	1.569	1.233	0.439	0.685	1.031
"K14555"	29.823	9.471	1.909	3.084	3.051	8.033	10.962	8.672
"K14556"	0.113	0.67	0	0	0.428	0.234	0.302	0.685
"K14558"	1.435	1.389	0.279	4.776	1.477	1.211	1.999	5.489
"K14564"	0.183	3.616	0.931	2.144	2.948	1.446	1.019	10.901
"K14571"	1.378	1.186	0.137	2.279	0.726	0.363	0.823	1.771
"K14572"	53.897	14.011	2.306	22.127	11.125	9.346	16.576	16.043
"K14574"	0.081	5.2	1.56	2.679	4.052	2.673	1.368	9.066
"K14575"	2.825	0.524	0.246	0	0.805	0.323	0.63	1.021
"K14578"	25.624	1.759	0.441	0.425	0.507	1.411	5.242	1.003
"K14581"	8.457	1.773	0.151	0.108	0.388	1.562	3.646	0.092
"K14584"	89.306	12.397	2.073	3.314	6.628	12.961	18.861	36.084
"K14585"	1.077	0.153	0.22	2.305	2.027	0.557	1.31	0.367
"K14588"	18.166	6.369	0.825	5.944	4.971	1.503	5.507	2.142
"K14591"	3.868	1.314	0.822	4.895	1.807	1.199	1.373	2.511
"K14595"	0.343	2.241	0	1.736	0.468	0.514	1.293	0.137
"K14596"	4.305	0.866	0.735	0.561	1.016	0.446	0.336	2.129
"K14597"	11.471	13.713	5.33	11.653	7.694	6.633	9.516	17.948
"K14598"	0.39	0.13	0	0.905	0.035	0.03	0.239	0.026
"K14605"	0.109	0.583	0.13	0	0.052	0.086	0.246	0
"K14607"	3.28	1.755	0.666	4.138	3.204	1.063	2.151	5.104
"K14611"	0.029	4.626	2.746	25.411	15.215	3.622	5.782	23.414
"K14616"	0.15	3.457	0.937	1.336	1.483	1.781	2.002	0.356
"K14623"	6.507	9.301	3.253	0.279	2.037	8.37	13.373	0.567
"K14628"	1.532	0.132	0	0	0	0	0.027	0
"K14629"	2.775	1.087	0.172	0.372	0.198	0.123	0.132	0.076
"K14630"	0.236	0.158	0.061	0	0.263	0.093	0.121	0.155
"K14631"	0.282	0.236	0.06	0	0.096	0.042	0	0.633
"K14633"	2.701	0.336	0.135	0	0.593	0.584	0.328	1.333
"K14638"	22.827	19.351	5.728	25.354	18.48	8.469	14.076	24.244
"K14640"	3.067	1.604	0.48	0	0.372	0.514	2.819	0.551
"K14644"	0.135	0.135	0	0.192	0.09	0	0.134	0.196
"K14645"	134.777	66.787	16.358	94.003	65.149	35.356	68.533	84.153
"K14647"	28.825	8.534	1.959	20.122	11.662	6.316	7.275	20.163
"K14648"	0.113	1.022	0.173	0.215	0.166	0.065	0.503	1.532
"K14652"	303.428	218.486	49.542	227.053	202.612	141.437	242.939	172.187
"K14654"	1.805	4.88	0.89	5.666	3.894	3.71	2.347	10.467
"K14656"	0.54	6.776	2.882	7.735	5.425	4.012	4.384	8.717
"K14657"	10.408	2.366	0.981	0.616	2.294	2.29	4.683	1.358
"K14658"	0.119	0	0	0	0	0.058	0	0
"K14659"	0.512	0.212	0	0	0.171	0.035	0.142	0.254
"K14660"	30.58	8.245	0.517	14.79	10.379	3.768	12.304	8.89
"K14661"	3.704	1.411	0.1	0.202	0.145	0	0.852	1.089
"K14663"	0.55	1.197	0.11	3.118	1.689	1.047	1.137	0.771
"K14664"	0.113	1.137	0.344	0.676	0.712	0.356	0.926	2.16
"K14666"	1.719	0.598	0	0	0.485	0.207	0.249	0.665
"K14667"	0.295	0.048	0	0	0	0.057	0.035	0
"K14670"	0.142	0	0.047	0	0.346	0.082	0.157	0.162
"K14671"	0.173	0.06	0	0	0	0	0	0
"K14672"	1.837	1.251	0.161	0	0.438	1.036	1.413	1.513
"K14673"	7.466	6.922	4.746	3.881	4.094	4.338	3.563	2.536
"K14675"	0.14	0.603	0	0	0.685	0.134	0.036	0.097
"K14676"	1.693	0.855	0.508	2.108	1.069	0.969	0.55	1.953
"K14677"	2.173	0.573	0.113	0.134	0.863	0.517	0.771	3.853
"K14678"	0.146	0	0	0	0	0	0.224	0
"K14682"	103.108	57.801	13.208	69.377	60.584	34.92	84.356	34.992
"K14683"	1.126	10.281	2.48	37.492	23.644	5.43	10.494	32.694
"K14684"	0.348	0.601	0	0.655	0.143	0.194	0.391	0.824
"K14688"	0.518	1.272	0	1.3	1.668	0.264	1.339	0.527
"K14689"	0.281	0.168	0	0	0	0	0.192	0.112
"K14692"	0.435	1.585	0.676	0.094	1.704	1.251	2.732	0.979
"K14696"	25.287	23.621	5.902	50.054	34.547	13.717	21.031	62.207
"K14698"	0.517	0.283	0.055	0.227	0.121	0	0.337	0.112
"K14708"	0.486	0.332	0.085	0.563	0.611	0.463	0.358	0.527
"K14709"	0.37	2.126	0.823	0.488	1.565	0.668	4.174	4.819
"K14724"	0.189	0.231	0	0	0.116	0.052	0.052	0.516
"K14726"	0.172	2.062	1.987	4.25	4.852	3.116	2.221	1.18
"K14727"	27.649	5.61	1.944	10.135	4.443	3.484	6.358	14.314
"K14728"	50.187	9.081	2.354	13.678	13.611	10.687	13.759	60.774
"K14729"	4.208	2.261	1.286	2.24	4.244	2.038	3.31	7.577
"K14730"	1.01	0.411	0	0	0.074	0.185	0.037	0.254
"K14731"	66.941	29.245	10.483	63.495	59.801	26.446	41.599	71.276
"K14733"	147.206	35.494	8.581	6.582	18.176	40.375	44.949	74.027
"K14735"	1.183	0.466	0.094	0	0.584	0.082	0.481	3.094
"K14742"	143.142	119.28	38.787	113.578	77.048	58.011	98.255	68.7
"K14743"	3.251	2.219	0.582	1.173	0.817	0.615	1.577	1.301
"K14748"	0.89	0.751	0.173	0	0.9	0.764	1.28	0.87
"K14749"	1.679	0.096	0	0	0.607	1.039	1.416	0.928
"K14750"	0.043	0.195	0	0	0.241	0.482	0.204	0.174
"K14751"	1.491	0.4	0.053	0	0.381	0.361	0.46	0.243
"K14753"	0.402	1.563	0.427	1.234	1.281	0.499	0.532	2.094
"K14755"	1.952	0.375	0.222	1.751	1.387	1.497	1.45	2.171
"K14759"	1.337	0.379	0.243	1.169	0.812	0.89	1.011	0.51
"K14760"	0.287	0.052	0.065	0.138	0.093	0.029	0.374	0.224
"K14761"	36.297	42.636	23.477	26.996	24.867	22.214	36.207	10.473
"K14768"	0.19	0.057	0	0	0.195	0	0.178	0.099
"K14771"	0.358	0	0.071	0	0.055	0.041	0.071	0
"K14777"	0.493	0.715	0.237	5.022	2.588	1.041	1.06	10.203
"K14778"	0.044	0	0	0	0	0.027	0.136	0
"K14785"	0.045	0	0	0	0	0	0	0
"K14787"	0.419	0.523	0	0.146	0.074	0	0	0.14
"K14793"	0.176	0.286	0.057	0.816	0.584	0.154	0.181	0.686
"K14805"	0.235	0	0	0.158	0.312	0.039	0.077	0
"K14807"	0.613	0	0	0.886	0.022	0	0.213	0
"K14808"	0.128	0	0	0	0.017	0	0.294	0
"K14809"	26.221	7.781	2.451	23.538	5.054	5.589	7.875	6.592
"K14810"	0.078	0.069	0	0	0.012	0	0.1	0.039
"K14818"	0.103	0.272	0	0.205	0.265	0.073	0	0.272
"K14819"	1.928	0.301	0	0.637	0.288	0.159	0.105	0.835
"K14826"	0.085	0.059	0	0	0	0.16	0	0.336
"K14829"	0.126	0.49	0.047	0	0.328	0	0.227	0.745
"K14849"	0.298	0	0.048	0.208	0	0.063	0.021	0.183
"K14852"	0.123	0	0	0	0	0	0	0
"K14855"	0.712	2.55	0.515	2.574	2.514	1.995	2.334	5.773
"K14858"	0.176	0.064	0.091	0	0.032	0.086	0.2	0.186
"K14863"	0.184	0.062	0.097	0.261	0.091	0.029	0.048	0.224
"K14938"	5.328	1.186	0.705	2.122	4.525	2.357	4.46	13.76
"K14940"	0.603	1.246	0.88	1.682	0.572	0.628	0.043	0.087
"K14941"	30.197	7.096	1.396	10.899	7.002	3.228	5.852	21.25
"K14949"	17.155	2.964	0.278	1.427	0.812	0.624	1.57	0.562
"K14951"	5.966	4.037	0.914	3.154	8.365	2.922	3.26	47.77
"K14952"	14.501	3.655	1.967	2.435	2	1.815	3.349	4.003
"K14954"	8.837	1.068	0.239	0.763	0.521	0.219	0.291	1.335
"K14961"	0.108	0.423	0	0	0.389	0.231	0.116	0.25
"K14962"	0.266	0.262	0	0	0.166	0.036	0.038	0.022
"K14963"	1.151	0.84	0.274	1.918	1.543	0.553	1.291	3.076
"K14972"	0.15	0	0	0	0	0	0.064	0
"K14974"	2.817	1.375	0.356	0	0.323	0.625	1.594	0.61
"K14977"	33.796	7.924	2.319	4.218	5.356	4.819	10.026	3.631
"K14979"	3.312	1.545	0.233	3.844	1.572	1.266	2.003	2.087
"K14980"	82.693	26.938	4.337	16.873	16.049	12.505	27.139	29.319
"K14981"	64.502	20.491	3.455	7.24	11.208	12.394	22.676	17.121
"K14982"	0.72	0.523	0.258	0.711	0.36	0.2	0.997	0.092
"K14983"	0.385	0.632	0.119	1.303	0.23	0.319	0.077	0.279
"K14986"	93.162	68.418	12.664	46.884	47.136	41.772	51.973	58.595
"K14987"	49.632	17.51	5.216	8.027	9.668	12.091	17.96	15.78
"K14998"	102.051	35.122	5.287	36.559	28.249	15.241	39.608	33.623
"K14999"	0.553	0.145	0.183	0	0.414	0.074	0.176	0.16
"K15001"	1.029	0.728	0.04	0	0.513	0.314	0.725	0.386
"K15009"	0.101	0.032	0.14	0	0.085	0.128	0.131	1.459
"K15011"	75.044	49.854	5.896	19.098	29.78	16.027	37.882	20.93
"K15012"	65.982	41.073	3.581	19.516	23.636	15.533	33.493	18.608
"K15013"	1.158	1.989	0.594	5.834	3.34	1.402	2.046	3.343
"K15016"	10.671	19.086	7.413	61.653	45.952	12.555	21.477	58.736
"K15020"	0.155	0.06	0.149	0	0.195	0.26	0.021	0.786
"K15022"	11.001	27.173	11.216	43.575	21.32	15.303	17.273	7.431
"K15023"	6.86	45.543	14.057	67.896	37.209	16.211	23.046	19.699
"K15024"	4.899	4.763	2.602	4.101	3.311	6.464	5.672	6.298
"K15026"	0.493	0.395	0	0	0.438	0.379	0.072	1.535
"K15034"	150.992	85.327	22.507	101.123	60.415	40.069	88.844	64.679
"K15036"	0.668	0.12	0.087	0.306	0.99	0.844	0.176	0.24
"K15045"	1.725	4.756	0.366	2.554	0.569	2.198	2.382	1.036
"K15051"	0.181	0.147	0.118	0	0.02	0	0.19	0.036
"K15052"	0.104	0.312	0	0	0	0	0.097	0.016
"K15053"	0.109	3.326	0.13	1.385	0.543	0.28	0.82	1.265
"K15054"	6.766	2.197	0.6	0	0.735	2.289	2.334	1.613
"K15058"	0.386	0.349	0.089	0	0.813	0.394	0.599	1.368
"K15059"	0.339	0.423	0	1.52	0.987	0.446	0.579	1.72
"K15060"	25.124	9.101	2.167	2.17	2.036	7.914	9.562	4.829
"K15061"	0.318	0.645	0	0	0.456	0.317	0.677	0.164
"K15062"	0.229	0	0.072	0	0	0	0	0
"K15063"	0.564	0.302	0	0	0.078	0.602	0	0.774
"K15064"	4.198	2.983	0.432	0	1.245	2.459	2.456	0.387
"K15065"	2.036	1.274	0.285	0	0.577	0.934	1.088	1.347
"K15066"	20.463	11.832	3.341	0	6.867	10.322	13.163	2.548
"K15067"	6.68	5.299	1.635	0	6.654	4.465	15.024	17.554
"K15083"	0.865	0.246	0.045	0	0.317	0.367	1.072	0.086
"K15095"	1.294	3.711	0.123	4.191	2.583	2.12	3.99	4.444
"K15125"	6.066	15.074	3.764	8.549	3.961	5.141	12.818	9.069
"K15165"	0.175	0.18	0	0.14	1.023	0.074	0.226	0.864
"K15173"	0.073	0	0.042	0	0.271	0.027	0.222	0.388
"K15175"	0.183	0.129	0	0.346	0.189	0.11	0.137	0.139
"K15176"	1.218	4.219	0.65	4.827	3.206	1.44	2.719	4.494
"K15190"	0.056	0.318	0	0	0.018	0.026	0.051	0.142
"K15192"	0.283	1.82	0.471	3.641	2.44	1.08	1.538	2.762
"K15201"	0.179	0.882	0.337	1.686	1.181	0.588	0.49	0.874
"K15212"	16.618	27.145	5.836	35.142	20.98	17.333	17.75	19.967
"K15223"	0.684	0.58	0	0	0.869	0.797	0.256	0.667
"K15228"	6.775	2.508	0.295	3.101	3.756	2.469	3.316	14.142
"K15229"	5.185	1.55	0.684	1.202	4.313	2.445	2.748	14.6
"K15230"	3.269	35.106	1.855	31.758	3.115	4.047	9.565	4.959
"K15231"	1.708	31.736	1.508	19.003	3.229	4.286	7.121	3.961
"K15232"	9.385	4.39	0.859	4.232	4.653	4.464	5.361	24.006
"K15233"	1.459	0.353	0.094	2.375	0.901	0.199	0.583	0.463
"K15234"	0.214	0.633	0	0.485	0.556	0.062	0.347	0.294
"K15237"	0.884	0.247	0	0	0.492	0.408	0.431	0.42
"K15238"	0.159	0.197	0.124	0.326	0.554	0.053	0.045	0.243
"K15255"	15.799	49.843	13.165	46.14	17.047	18.491	40.763	7.772
"K15256"	23.526	91.016	15.856	100.207	61.2	30.305	53.744	42.301
"K15257"	8.057	64.218	11.976	79.22	50.577	23.811	41.496	34.751
"K15261"	2.258	6.394	0.909	4.698	4.267	1.753	3.173	6.915
"K15268"	230.894	51.675	14.341	54.518	25.319	31.841	58.639	43.812
"K15269"	115.663	21.876	4	49.532	13.546	8.871	19.327	15.956
"K15270"	411.028	96.927	17.271	37.025	55.41	44.818	101.294	147.749
"K15271"	0.153	0	0.043	0	0.081	0	0.069	0
"K15287"	0.247	0	0	0	0.038	0	0	0
"K15288"	0.619	0	0	0	0.053	0.018	0	0
"K15289"	0.344	0.429	0.212	2.792	0.486	0.548	0.288	0.478
"K15303"	1.474	2.206	0.422	1.281	3.501	1.596	1.582	7.819
"K15311"	0.19	0.791	0	0	0.512	0.359	0.328	0.355
"K15312"	0.068	0.653	0	0.421	0.35	0	0.247	0.182
"K15313"	0.597	0.803	0.313	0.96	1.568	0.112	0.859	0.245
"K15314"	15.511	30.371	6.505	47.539	24.507	13.439	19.022	50.254
"K15318"	2.007	0.238	0.161	0.668	1.331	0.926	0.754	8.333
"K15320"	0.567	1.17	0.345	1.369	0.523	0.17	0.228	0.561
"K15328"	0.064	0.267	0.095	0.439	0.618	0.039	0.112	0.162
"K15329"	5.376	24.13	11.433	37.806	28.584	17.493	23.179	12.792
"K15331"	0.089	0.107	0	0	0.056	0.453	0.128	0.171
"K15332"	0.125	0.088	0.035	0.145	0.221	0.029	0.145	0.412
"K15333"	31.252	10.298	6.497	32.775	12.048	7.295	9.697	13.896
"K15334"	0.379	0.429	0	0	0.262	0.081	0.203	0.247
"K15338"	24.525	34.58	8.889	59.058	28.581	17.254	27.571	45.427
"K15340"	0.124	0.18	0.068	0	0.109	0.167	0	2.844
"K15342"	17.204	32.516	7.096	32.547	13.914	16.283	33.542	23.151
"K15357"	4.889	1.593	0.528	5.16	1.55	1.554	2.589	2.326
"K15358"	34.247	8.954	1.592	7.852	6.464	6.674	10.974	12.928
"K15359"	1.038	0.39	0.146	2.281	0.734	1.037	1.456	1.312
"K15361"	0.319	0.261	0	0.439	0.466	0.137	0.205	0.755
"K15363"	0.108	0.555	0.2	2.069	3.73	0.921	2.246	4.15
"K15366"	0.373	0.992	0.237	2.173	0.692	0.542	0.806	1.118
"K15371"	314.299	179.516	45.081	139.832	147.216	108.927	188.176	211.381
"K15372"	117.991	26.124	7.397	66.983	27.915	23.392	32.768	28.397
"K15373"	0.33	0.881	0.046	0.516	0.594	0.437	0.406	0.355
"K15376"	3.286	5.388	2.237	5.705	4.115	3.606	4.43	3.885
"K15378"	6.031	1.548	0.31	7.187	0.421	0.691	0.979	1.307
"K15382"	0.192	0	0	0	0	0	0	0
"K15383"	33.98	28.089	6.317	8.387	6.759	8.306	17.94	9.436
"K15386"	1.755	0	0	0	0.041	0	0.032	0
"K15387"	0.689	0.111	0.037	0	0.05	0.225	0.25	0.656
"K15394"	0.151	0.07	0.179	0.347	0.073	0.035	0	0.026
"K15395"	1.052	1.407	0.631	0.593	1.552	1.26	1.826	2.934
"K15396"	3.145	13.802	2.4	23.922	24.931	6.583	17.526	16.223
"K15402"	0.125	0.134	0	0	0	0	0.166	0.08
"K15404"	0.076	0	0.067	0	0	0	0	0
"K15406"	0.826	0.096	0.122	0	0.112	0.139	0.49	0.247
"K15408"	18.328	5.98	2.475	0.188	0.888	3.561	5.131	2.644
"K15421"	0.57	0.667	0.238	0.813	0.904	0.382	0.762	0.324
"K15428"	8.523	2.113	0.417	3.376	2.55	1.201	2.171	3.998
"K15429"	1.889	9.694	2.818	5.61	5.493	3.73	3.803	10.79
"K15442"	0.119	0	0.061	0	0.02	0.139	0.043	0.036
"K15449"	0.154	5.299	1.643	1.623	4.388	1.566	2.859	12.672
"K15451"	1.567	0.646	0.622	2.699	0.595	0.93	0.359	1.893
"K15460"	9.868	61.715	21.509	53.052	24.021	25.014	41.691	10.625
"K15461"	93.07	59.31	10.689	63.492	37.471	27.532	67.65	8.251
"K15467"	2.605	0.698	0.077	2.993	0.298	0.276	0.617	1.013
"K15468"	25.085	8.27	1.554	1.003	7.77	6.685	10.941	26.519
"K15471"	1.119	2.843	1.46	5.887	2.511	1.528	2.842	1.398
"K15474"	0.498	0	0	1.076	0.552	0	0.344	0.117
"K15495"	1.943	10.064	3.238	13.33	4.456	4.681	5.098	0.802
"K15496"	1.848	5.722	3.593	7.852	2.018	2.5	3.683	0.325
"K15501"	0.084	0.219	0	0	0	0.114	0.068	0.073
"K15502"	0.366	0.582	0.279	0.35	0.396	0.27	0.332	0.672
"K15505"	0.786	0.528	0.186	1.271	0.352	0.342	0.068	0.993
"K15509"	84.269	31.64	7.697	25.103	36.72	22.547	44.156	77.275
"K15510"	106.231	12.573	3.378	16.093	8.253	9.622	16.633	33.984
"K15511"	78.36	12.617	2.735	2.474	3.26	7.95	18.038	4.153
"K15512"	137.861	40.283	7.197	12.493	24.819	32.669	55.276	52.486
"K15513"	133.528	34.485	7.064	10.01	24.003	31.858	54.415	52.304
"K15514"	37.739	4.238	0.986	0	0.488	1.631	9.555	0.876
"K15515"	41.328	26.446	11.713	45.668	39.627	22.648	28.34	55.818
"K15518"	41.882	57.889	16.409	62.604	53.324	30.476	51.529	42.484
"K15519"	7.321	32.024	11.305	50.643	20.553	16.351	30.633	8.617
"K15520"	33.422	4.508	0.934	16.186	2.362	1.799	3.955	5.204
